Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Price,Model,Brand
2013,63777,Petrol,Manual,First,18.5,82.9,3.67,I20 MAGNA OPTIONAL 1.2,Hyundai
2016,31000,Diesel,Automatic,First,17.05,190.0,29.5,X1 M SPORT SDRIVE 20D,BMW
2012,60000,Petrol,Manual,First,17.6,88.73,3.1,ETIOS G,Toyota
2015,78008,Diesel,Manual,First,17.0,70.0,2.9,INDIGO LX,Tata
2014,33000,Diesel,Automatic,Second,18.15,165.0,43.0,M-CLASS ML 350 4MATIC,Mercedes-Benz
2009,27078,Petrol,Automatic,First,10.98,114.4,15.95,BEETLE 2.0,Volkswagen
2011,57275,Diesel,Manual,First,19.7,103.6,4.5,POLO GT TDI,Volkswagen
2014,45000,Diesel,Manual,First,24.0,70.0,3.49,GRAND I10 CRDI MAGNA,Hyundai
2014,57319,Diesel,Manual,First,25.2,74.0,4.25,SWIFT VDI BSIV,Maruti
2008,121097,Diesel,Manual,Second,24.0,88.76,1.9,VERNA CRDI 1.4 E,Hyundai
2011,89000,Diesel,Automatic,First,16.73,218.0,16.57,5 SERIES 2003-2012 525D,BMW
2012,72000,Petrol,Manual,First,17.0,118.0,5.75,CITY 1.5 S MT,Honda
2013,36000,Diesel,Automatic,Second,16.55,147.51,14.0,A4 2.0 TDI,Audi
2013,86000,Diesel,Manual,Second,19.5,75.0,2.5,LINEA CLASSIC PLUS 1.3 MULTIJET,Fiat
2002,85000,Petrol,Manual,First,13.0,90.0,1.2,CITY 1.3 EXI,Honda
2005,120000,Petrol,Manual,Second,15.5,97.7,0.85,PETRA 1.2 EL,Fiat
2013,37613,Diesel,Automatic,First,22.69,190.0,13.95,3 SERIES 320D LUXURY LINE,BMW
2007,100000,Petrol,Manual,First,16.6,68.0,1.6,FIESTA 1.4 DURATEC EXI,Ford
2016,5240,Petrol,Automatic,First,21.9,37.48,3.6,NANO XTA,Tata
2018,20000,CNG,Manual,First,15.1,73.0,4.5,EECO 5 STR WITH AC PLUS HTR CNG,Maruti
2019,16862,Petrol,Manual,First,20.89,81.8,6.06,IGNIS 1.2 DELTA,Maruti
2013,59254,Petrol,Manual,Second,17.5,85.8,5.29,SWIFT DZIRE ZXI,Maruti
2014,60000,Diesel,Manual,First,22.7,89.84,5.75,ECOSPORT 1.5 DV5 MT TITANIUM,Ford
2015,50295,Petrol,Manual,First,16.1,97.7,5.8,SWIFT 1.3 ZXI,Maruti
2014,47674,Petrol,Manual,First,19.1,85.8,5.72,SWIFT DZIRE VXI,Maruti
2014,61517,Petrol,Automatic,First,16.95,78.9,4.39,I10 SPORTZ AT,Hyundai
2016,62946,Diesel,Manual,First,15.1,140.0,11.05,XUV500 W6 2WD,Mahindra
2015,66823,Diesel,Manual,Second,22.54,88.73,4.83,I20 MAGNA 1.4 CRDI,Hyundai
2013,79494,CNG,Manual,First,18.15,67.04,2.96,WAGON R CNG LXI,Maruti
2012,107000,Diesel,Manual,Second,21.27,88.76,4.5,I20 ASTA 1.4 CRDI,Hyundai
2011,55000,Diesel,Automatic,Second,16.46,97.7,19.5,7 SERIES 730LD,BMW
2017,24000,Petrol,Automatic,First,14.3,103.52,8.75,RAPID 1.6 MPI AT STYLE PLUS,Skoda
2016,20002,Diesel,Automatic,First,14.75,97.7,67.0,Q7 45 TDI QUATTRO TECHNOLOGY,Audi
2016,54317,Petrol,Manual,First,17.4,117.3,8.4,CITY I VTEC VX,Honda
2016,10200,Petrol,Manual,First,19.1,82.0,4.99,XCENT 1.2 KAPPA SX,Hyundai
2016,24337,Diesel,Manual,First,26.0,98.6,8.18,CITY I DTEC E,Honda
2012,79000,Petrol,Manual,First,18.4,86.8,2.9,BRIO S OPTION MT,Honda
2015,40500,Diesel,Manual,First,28.09,88.5,7.1,CIAZ ZDI PLUS SHVS,Maruti
2016,23000,Diesel,Manual,First,26.59,74.0,7.05,SWIFT DZIRE VDI OPTIONAL,Maruti
2015,63050,Petrol,Automatic,First,11.1,158.8,17.5,CR-V 2.4L 4WD AT,Honda
2008,78000,Petrol,Automatic,Second,14.53,138.1,3.41,COROLLA ALTIS 2008-2013 1.8 VL AT,Toyota
2005,70000,Petrol,Manual,First,18.15,97.7,1.3,BALENO VXI,Maruti
2012,66245,Petrol,Manual,First,17.0,118.0,5.68,CITY 1.5 V MT,Honda
2007,74112,Diesel,Manual,First,12.05,120.0,4.1,SCORPIO LX BS IV,Mahindra
2011,87670,Petrol,Manual,First,13.4,157.8,4.0,LAURA 1.8 TSI AMBIENTE,Skoda
2015,10000,Diesel,Automatic,First,18.88,184.0,30.0,3 SERIES 320D SPORT LINE,BMW
2007,62493,Petrol,Manual,First,15.0,104.68,1.8,SX4 ZXI BSIII,Maruti
2015,44620,Petrol,Manual,First,20.73,91.1,6.93,CIAZ VXI PLUS,Maruti
2012,66538,Diesel,Automatic,First,10.2,97.7,70.0,ROVER RANGE ROVER 3.6 TDV8 VOGUE SE DIESEL,Land
2013,60000,Diesel,Manual,First,12.99,100.0,7.9,INNOVA 2.5 G (DIESEL) 7 SEATER BS IV,Toyota
2011,20842,Petrol,Manual,First,18.15,62.0,2.78,SANTRO XING GL,Hyundai
2014,110000,Diesel,Automatic,First,13.01,194.3,14.4,SANTA FE 4WD AT,Hyundai
2011,45000,Petrol,Automatic,Second,11.74,186.0,13.5,NEW C-CLASS C250 AVANTGARDE,Mercedes-Benz
2014,40000,CNG,Manual,Second,26.6,58.16,3.15,WAGON R LXI CNG,Maruti
2012,49008,Petrol,Manual,First,19.7,46.3,2.88,ALTO LXI,Maruti
2016,31000,Petrol,Manual,First,24.7,47.3,2.15,ALTO 800 2016-2019 LXI,Maruti
2013,8000,Petrol,Manual,First,16.95,97.7,3.75,SUNNY 2011-2014 XV,Nissan
2019,171,Petrol,Manual,First,24.7,47.3,3.6,ALTO 800 2016-2019 VXI,Maruti
2018,2100,Petrol,Manual,First,24.07,67.1,3.6,ALTO K10 VXI,Maruti
2018,20667,Petrol,Automatic,First,18.9,81.86,7.55,GRAND I10 1.2 KAPPA SPORTZ AT,Hyundai
2015,50000,Diesel,Manual,First,24.2,98.6,4.7,MOBILIO S I DTEC,Honda
2010,100030,Diesel,Manual,Second,18.8,90.0,1.6,MANZA AQUA QUADRAJET,Tata
2011,75372,Diesel,Manual,First,16.52,123.7,3.34,OPTRA MAGNUM 2.0 LT,Chevrolet
2016,60475,Petrol,Automatic,First,18.0,117.3,9.1,CITY I VTEC CVT VX,Honda
2019,18453,Petrol,Manual,First,18.9,81.86,6.17,GRAND I10 1.2 KAPPA SPORTZ,Hyundai
2008,96578,Diesel,Manual,First,22.0,126.2,2.5,VERNA CRDI 1.6 SX,Hyundai
2016,31001,Petrol,Manual,First,18.44,75.0,3.0,MICRA XL,Nissan
2012,65900,Diesel,Manual,First,22.32,126.32,5.75,VERNA 1.6 SX,Hyundai
2017,26246,Petrol,Manual,First,15.29,121.3,10.75,CRETA 1.6 VTVT E PLUS,Hyundai
2013,62700,Petrol,Manual,Second,20.51,67.04,2.85,WAGON R VXI BS IV,Maruti
2008,90000,Petrol,Automatic,First,10.2,180.0,6.5,ACCORD 2.4 ELEGANCE A/T,Honda
2016,36000,Petrol,Automatic,First,16.8,118.0,9.45,CITY 1.5 S AT,Honda
2016,46000,Diesel,Manual,First,27.39,74.0,6.75,BALENO ALPHA 1.3,Maruti
2017,73003,Diesel,Manual,First,26.0,98.6,7.75,CITY I DTEC V,Honda
2014,46566,Diesel,Manual,First,22.54,88.76,4.4,I20 ERA 1.4 CRDI,Hyundai
2015,41493,Diesel,Automatic,First,13.0,97.7,42.0,E-CLASS 2015-2017 E350 EDITION E,Mercedes-Benz
2014,103788,Diesel,Manual,First,19.01,108.5,5.67,TERRANO XV 110 PS,Nissan
2016,45000,Diesel,Automatic,First,19.6,108.45,11.5,DUSTER 110PS DIESEL RXZ AMT,Renault
2009,120000,Petrol,Manual,First,18.9,67.1,1.69,WAGON R LXI MINOR,Maruti
2009,97359,Diesel,Manual,Second,17.1,110.0,1.8,GETZ 1.5 CRDI GVS,Hyundai
2016,62000,Petrol,Manual,First,18.5,85.8,3.2,RITZ LXI,Maruti
2004,115000,Petrol,Manual,Second,18.15,97.7,1.5,CITY 1.5 GXI,Honda
2019,18373,Diesel,Automatic,First,22.48,187.74,45.86,5 SERIES 520D SPORT LINE,BMW
2016,60453,Petrol,Manual,First,16.47,74.0,5.1,POLO 1.2 MPI HIGHLINE,Volkswagen
2013,37000,Diesel,Manual,First,17.8,97.7,4.85,SWIFT VDI BSIV,Maruti
2010,69009,Petrol,Manual,Second,15.6,70.0,2.4,FIGO PETROL ZXI,Ford
2013,30000,Diesel,Automatic,First,18.88,184.0,22.0,3 SERIES 320D LUXURY LINE,BMW
2012,70707,Diesel,Manual,First,22.32,126.32,4.28,VERNA 1.6 SX CRDI (O),Hyundai
2015,64677,Diesel,Manual,First,20.45,83.8,5.67,DUSTER 85PS DIESEL RXL,Renault
2018,3000,Petrol,Automatic,First,18.9,81.86,6.2,GRAND I10 1.2 KAPPA MAGNA AT,Hyundai
2013,49000,Diesel,Automatic,Second,17.05,184.0,14.49,X1 SDRIVE20D,BMW
2010,71000,Diesel,Manual,First,21.1,73.9,3.0,RITZ VDI,Maruti
2010,52000,Petrol,Manual,Second,19.81,68.05,2.25,I10 ERA 1.1 ITECH SE,Hyundai
2016,35659,Diesel,Automatic,First,15.97,97.7,43.78,X5 2014-2019 XDRIVE 30D DESIGN PURE EXPERIENCE 7 SEATER,BMW
2019,5377,Petrol,Manual,First,16.8,116.3,11.45,CITY V MT EXCLUSIVE,Honda
2014,65000,Diesel,Automatic,First,11.18,184.0,10.5,SSANGYONG REXTON RX7,Mahindra
2015,92708,Diesel,Manual,First,22.7,89.84,7.48,ECOSPORT 1.5 DV5 MT TITANIUM OPTIONAL,Ford
2010,48105,Petrol,Manual,First,19.7,46.3,3.1,ALTO LXI,Maruti
2011,46759,Petrol,Manual,First,16.47,74.0,2.55,POLO 1.2 MPI HIGHLINE,Volkswagen
2013,62000,Diesel,Manual,First,22.07,73.9,3.5,POLO DIESEL COMFORTLINE 1.2L,Volkswagen
2012,35175,Diesel,Manual,First,22.07,73.9,2.59,POLO DIESEL HIGHLINE 1.2L,Volkswagen
2013,70000,Diesel,Manual,First,20.77,88.8,5.45,ERTIGA ZDI,Maruti
2017,30000,Diesel,Manual,First,22.77,98.59,6.0,ECOSPORT 1.5 TDCI AMBIENTE,Ford
2016,66618,Diesel,Automatic,First,11.36,171.5,15.49,INNOVA CRYSTA 2.8 ZX AT,Toyota
2010,69300,Petrol,Automatic,Second,10.8,150.0,12.5,5 SERIES 523I SEDAN,BMW
2017,53000,Diesel,Manual,First,23.4,74.0,4.75,SWIFT DZIRE TOUR LDI,Maruti
2017,22000,Petrol,Manual,First,18.88,123.24,7.85,ECOSPORT 1.0 ECOBOOST PLATINUM EDITION,Ford
2013,75000,Diesel,Manual,First,16.8,110.0,6.0,VERNA CRDI SX,Hyundai
2016,43706,Petrol,Manual,First,17.57,88.7,4.0,ZEST REVOTRON 1.2T XM,Tata
2011,42000,Diesel,Automatic,First,14.4,97.7,28.75,A7 2011-2015 3.0 TDI QUATTRO,Audi
2012,65000,Diesel,Manual,First,22.3,74.0,2.5,INDICA VISTA QUADRAJET VX,Tata
2015,76128,Diesel,Manual,First,26.59,74.0,5.5,SWIFT DZIRE VDI,Maruti
2010,39852,Petrol,Manual,First,16.0,90.0,1.59,LINEA EMOTION,Fiat
2017,18673,Petrol,Manual,First,18.6,81.83,6.22,I20 1.2 SPOTZ,Hyundai
2016,11583,Petrol,Manual,First,21.1,55.2,2.75,EON ERA PLUS,Hyundai
2007,82000,Petrol,Manual,Second,18.15,97.7,1.35,SANTRO XING XL,Hyundai
2017,50000,Diesel,Automatic,First,17.9,136.0,25.0,GLA CLASS 200 CDI SPORT,Mercedes-Benz
2014,77000,Petrol,Manual,First,23.1,67.04,2.8,CELERIO VXI,Maruti
2014,54890,Petrol,Manual,Second,17.8,76.8,2.45,BEAT LT,Chevrolet
2016,21000,Petrol,Automatic,First,19.0,88.7,6.35,JAZZ 1.2 V AT I VTEC PRIVILEGE,Honda
2009,58557,Diesel,Automatic,Third,16.07,181.0,8.0,3 SERIES 320D HIGHLINE,BMW
2014,70000,Diesel,Manual,First,19.01,108.45,8.25,DUSTER 110PS DIESEL RXL,Renault
2017,16000,Petrol,Automatic,First,17.01,110.4,5.95,FIGO 2015-2019 1.5P TITANIUM AT,Ford
2018,8899,Diesel,Manual,First,13.68,147.8,19.92,INNOVA CRYSTA 2.4 VX MT,Toyota
2016,83629,Diesel,Manual,First,25.44,56.3,3.15,BEAT DIESEL LS,Chevrolet
2014,35059,Petrol,Automatic,First,17.21,189.0,5.75,POLO GTI,Volkswagen
2018,30552,Diesel,Automatic,First,10.91,197.2,32.44,ENDEAVOUR 3.2 TREND AT 4X4,Ford
2016,44875,Diesel,Automatic,Second,22.32,126.32,8.01,VERNA 1.6 SX CRDI (O) AT,Hyundai
2017,25095,Petrol,Manual,First,18.16,86.8,6.48,FIGO 2015-2019 1.2P TITANIUM OPT MT,Ford
2007,59000,Petrol,Manual,First,16.1,37.0,0.75,800 AC,Maruti
2014,36000,Diesel,Manual,First,26.0,98.6,5.0,CITY I DTEC V,Honda
2012,37000,Diesel,Manual,First,16.0,140.0,7.75,XUV500 W8 2WD,Mahindra
2010,90000,Diesel,Manual,First,20.0,68.0,2.6,FIGO DIESEL ZXI,Ford
2018,17000,Petrol,Manual,First,17.0,121.36,9.2,ECOSPORT 1.5 PETROL TITANIUM,Ford
2015,42575,Petrol,Manual,First,18.6,81.83,5.05,I20 ASTA 1.2,Hyundai
2012,131000,Diesel,Manual,First,12.99,100.0,9.6,INNOVA 2.5 G (DIESEL) 7 SEATER BS IV,Toyota
2013,74000,Diesel,Manual,First,20.46,83.8,5.5,DUSTER 85PS DIESEL RXL OPTIONAL,Renault
2013,47234,Diesel,Manual,First,12.99,100.6,9.35,INNOVA 2.5 VX (DIESEL) 8 SEATER,Toyota
2009,53000,Petrol,Manual,First,17.0,118.0,2.6,CITY 1.5 S MT,Honda
2016,10000,Petrol,Manual,First,24.07,67.1,3.5,ALTO K10 VXI,Maruti
2016,49389,Petrol,Manual,First,19.49,67.04,4.26,MICRA ACTIVE XL PETROL,Nissan
2016,12000,Petrol,Automatic,Second,23.1,67.04,4.25,CELERIO VXI AT,Maruti
2010,65000,Petrol,Manual,Second,11.7,178.0,11.75,NEW C-CLASS 200 KOMPRESSOR,Mercedes-Benz
2013,53000,Diesel,Manual,First,23.5,88.7,3.5,FIESTA DIESEL STYLE,Ford
2015,89000,Petrol,Manual,First,17.01,121.3,7.5,VERNA 1.6 VTVT S,Hyundai
2009,72000,Petrol,Automatic,Third,15.0,100.0,3.25,I20 1.4 ASTA (AT),Hyundai
2012,49000,Petrol,Manual,First,17.5,85.8,4.9,SWIFT DZIRE VXI,Maruti
2014,51355,Diesel,Automatic,First,14.84,170.0,27.0,NEW C-CLASS C 220CDIBE AVANTGARDE COMMAND,Mercedes-Benz
2017,13460,Petrol,Manual,First,18.6,81.86,8.91,ELITE I20 PETROL ASTA,Hyundai
2014,35642,Petrol,Automatic,First,17.01,121.4,6.69,VERNA 1.6 VTVT EX AT,Hyundai
2014,52895,Diesel,Manual,First,17.3,163.7,6.02,CRUZE LTZ,Chevrolet
2010,93000,Petrol,Manual,First,14.28,138.03,4.5,COROLLA ALTIS 1.8 G,Toyota
2011,70000,Petrol,Manual,First,19.0,66.1,2.0,A-STAR VXI,Maruti
2012,32048,Diesel,Manual,First,23.08,63.1,2.4,MICRA DIESEL XV PREMIUM,Nissan
2013,4700,Petrol,Manual,First,25.4,37.48,1.2,NANO LX,Tata
2014,71800,Diesel,Manual,First,23.4,74.0,2.9,SWIFT DZIRE TOUR LDI,Maruti
2008,69078,Petrol,Manual,First,18.15,97.7,40.88,ROVER RANGE ROVER SPORT 2005 2012 SPORT,Land
2016,45000,Diesel,Automatic,First,17.32,184.0,27.0,Q3 2.0 TDI QUATTRO,Audi
2016,15388,Diesel,Manual,First,25.8,98.6,7.5,AMAZE VX I-DTEC,Honda
2004,98798,Petrol,Manual,First,14.7,104.0,1.5,OPTRA 1.6 LS,Chevrolet
2016,43000,Diesel,Automatic,First,14.16,174.3,39.5,Q5 2.0 TDI PREMIUM PLUS,Audi
2012,85112,Diesel,Manual,First,23.2,73.94,3.39,RITZ VDI,Maruti
2018,37804,Diesel,Manual,First,15.4,120.0,12.4,SCORPIO S6 7 SEATER,Mahindra
2014,45000,Diesel,Manual,First,28.09,88.5,6.85,CIAZ ZDI SHVS,Maruti
2011,116000,Diesel,Manual,Second,21.43,138.0,5.75,COROLLA ALTIS AERO D 4D J,Toyota
2015,100073,Diesel,Manual,Second,25.0,69.0,2.0,INDICA V2 ELS,Tata
2006,53000,Petrol,Manual,First,16.1,37.0,0.9,800 STD BSIII,Maruti
2015,22000,Petrol,Manual,First,16.47,74.0,3.8,POLO 1.2 MPI HIGHLINE,Volkswagen
2017,9500,Petrol,Automatic,First,14.62,149.92,16.35,ELANTRA 2.0 SX OPTION AT,Hyundai
2012,53000,Diesel,Automatic,First,11.5,169.0,16.5,FORTUNER 4X2 4 SPEED AT,Toyota
2019,17705,Petrol,Manual,First,21.4,83.1,8.7,BALENO ZETA 1.2,Maruti
2016,12000,Petrol,Manual,First,21.4,83.1,6.1,BALENO ZETA 1.2,Maruti
2013,51000,Diesel,Automatic,First,23.8,112.0,21.94,COOPER COUNTRYMAN D,Mini
2009,42000,Diesel,Automatic,Second,13.0,210.0,22.0,S CLASS 2005 2013 320 CDI,Mercedes-Benz
2015,51000,Petrol,Manual,First,20.92,67.1,2.65,ALTO K10 LXI,Maruti
2017,42527,Petrol,Manual,First,20.4,81.8,5.27,SWIFT VXI OPTIONAL,Maruti
2014,45000,Diesel,Manual,First,22.1,74.0,2.48,SAIL LT ABS,Chevrolet
2011,70000,Diesel,Manual,First,12.8,102.0,6.0,INNOVA 2.5 G (DIESEL) 8 SEATER BS IV,Toyota
2009,92000,Diesel,Manual,First,11.5,171.0,8.9,FORTUNER 3.0 DIESEL,Toyota
2012,57156,Diesel,Automatic,Second,18.88,184.0,18.0,3 SERIES 320D SPORT LINE,BMW
2016,53211,Petrol,Manual,First,16.8,138.02,11.64,OCTAVIA AMBITION 1.4 TSI MT,Skoda
2019,80000,Diesel,Manual,First,11.5,171.0,8.99,FORTUNER 3.0 DIESEL,Toyota
2009,74000,Diesel,Automatic,First,15.5,105.0,5.25,JETTA 2007-2011 1.9 HIGHLINE TDI,Volkswagen
2011,37000,Diesel,Manual,First,23.0,90.0,2.95,I20 1.4 CRDI ASTA,Hyundai
2013,64000,Diesel,Manual,Second,21.02,88.76,2.65,MANZA CLUB CLASS QUADRAJET90 LX,Tata
2013,57197,Petrol,Manual,First,15.04,103.6,4.0,VENTO PETROL HIGHLINE,Volkswagen
2016,55000,Diesel,Automatic,First,17.6,126.2,12.5,CRETA 1.6 SX AUTOMATIC DIESEL,Hyundai
2014,33000,Petrol,Manual,First,21.1,85.8,3.25,RITZ VXI,Maruti
2008,70000,Petrol,Manual,First,13.1,141.1,4.0,CR-V 2.0L 2WD MT,Honda
2012,75000,Diesel,Manual,Second,15.1,140.0,6.25,XUV500 W8 2WD,Mahindra
2016,58095,Diesel,Manual,First,21.66,108.62,5.8,AMEO 1.5 TDI COMFORTLINE,Volkswagen
2015,7445,Petrol,Manual,First,17.57,88.7,5.0,ZEST REVOTRON 1.2 XT,Tata
2016,17652,Diesel,Automatic,First,12.9,97.7,58.73,XJ 3.0L PORTFOLIO LWB,Jaguar
2018,28321,Petrol,Automatic,First,14.28,138.03,17.49,COROLLA ALTIS 1.8 VL CVT,Toyota
2011,69000,Petrol,Manual,Second,19.0,66.1,1.95,A-STAR VXI,Maruti
2007,80000,Petrol,Automatic,First,11.1,142.0,3.0,ACCORD VTI-L (AT),Honda
2014,42365,Petrol,Manual,First,17.0,80.0,5.5,I20 ASTA (O),Hyundai
2013,123000,Diesel,Automatic,First,12.55,168.5,16.5,FORTUNER 4X2 AT,Toyota
2011,40000,Petrol,Automatic,Second,11.74,186.0,14.5,NEW C-CLASS C 200 CGI AVANTGARDE,Mercedes-Benz
2016,30112,Diesel,Manual,First,27.39,74.0,7.79,BALENO ALPHA 1.3,Maruti
2017,43775,Diesel,Manual,First,20.77,88.76,8.27,ERTIGA VDI,Maruti
2019,26013,Diesel,Automatic,First,12.65,97.7,97.07,ROVER RANGE ROVER SPORT SE,Land
2012,56000,Petrol,Manual,First,12.9,102.5,2.15,OPTRA MAGNUM 1.6 LT ABS BS3,Chevrolet
2008,95000,Petrol,Automatic,Second,12.9,130.0,3.0,CIVIC 2006-2010 1.8 V AT,Honda
2014,41089,Diesel,Automatic,First,16.09,184.0,28.79,X3 XDRIVE20D,BMW
2011,41988,Diesel,Automatic,First,20.0,138.1,5.45,LAURA AMBITION 2.0 TDI CR AT,Skoda
2013,72486,Diesel,Manual,First,23.4,74.0,3.95,SWIFT DZIRE VDI,Maruti
2013,92000,Diesel,Automatic,First,23.3,150.0,16.0,V40 CROSS COUNTRY D3,Volvo
2013,40000,Petrol,Manual,First,17.5,85.8,4.25,SWIFT DZIRE ZXI,Maruti
2014,56000,Diesel,Automatic,First,12.7,187.7,34.5,ROVER RANGE ROVER 2.2L PURE,Land
2008,125000,Petrol,Automatic,Third,11.7,177.6,2.6,ACCORD 2.4 AT,Honda
2017,29219,Diesel,Manual,First,12.99,100.6,13.48,INNOVA 2.5 G (DIESEL) 8 SEATER,Toyota
2018,39927,Diesel,Manual,First,12.55,168.5,32.1,FORTUNER 4X4 MT,Toyota
2018,38593,Petrol,Manual,First,18.7,88.7,6.17,JAZZ 1.2 E I VTEC,Honda
2015,32000,Petrol,Manual,First,17.0,118.0,5.5,CITY 1.5 V MT,Honda
2017,28226,Diesel,Automatic,First,28.4,73.75,9.15,DZIRE AMT ZDI PLUS,Maruti
2014,95000,Diesel,Manual,First,21.64,84.8,4.5,SUNNY 2011-2014 DIESEL XL,Nissan
2014,53000,Diesel,Manual,First,12.99,100.6,10.5,INNOVA 2.5 G (DIESEL) 8 SEATER,Toyota
2016,14821,Petrol,Manual,First,19.4,86.8,5.37,BRIO S MT,Honda
2012,52000,Petrol,Manual,First,15.04,103.6,5.45,VENTO PETROL TRENDLINE,Volkswagen
2016,33000,Diesel,Manual,First,16.0,140.0,9.25,XUV500 W4,Mahindra
2016,29200,Diesel,Manual,First,23.0,98.96,7.7,ECOSPORT 1.5 DIESEL TITANIUM PLUS,Ford
2012,99754,Diesel,Manual,First,17.72,108.49,7.99,YETI AMBITION 4X2,Skoda
2012,49000,Petrol,Manual,First,20.36,78.9,3.0,I10 SPORTZ,Hyundai
2005,53000,Diesel,Manual,First,12.8,102.0,4.0,INNOVA 2.5 G (DIESEL) 8 SEATER BS IV,Toyota
2018,38310,Diesel,Manual,First,20.65,88.7,6.69,ZEST QUADRAJET 1.3 XT,Tata
2014,56000,Diesel,Manual,First,22.9,74.0,4.25,SWIFT VDI,Maruti
2017,31300,Diesel,Automatic,First,21.72,108.4,10.5,RAPID 1.5 TDI AT STYLE,Skoda
2019,11241,Diesel,Manual,First,13.68,147.8,22.55,INNOVA CRYSTA 2.4 VX MT 8S,Toyota
2014,48000,Petrol,Manual,Second,17.01,121.3,5.2,VERNA 1.6 SX VTVT,Hyundai
2019,23882,Petrol,Manual,First,17.4,117.3,11.87,CITY I VTEC VX OPTION,Honda
2014,65000,Diesel,Manual,First,26.0,98.6,6.99,CITY I DTEC SV,Honda
2011,50000,Diesel,Manual,First,20.54,103.6,5.0,VENTO DIESEL HIGHLINE,Volkswagen
2014,25000,Diesel,Automatic,First,12.19,97.7,44.0,Q5 2008-2012 3.0 TDI,Audi
2015,21000,Petrol,Manual,First,22.74,47.3,2.79,ALTO 800 LXI,Maruti
2012,53000,Diesel,Manual,Second,21.12,88.8,2.9,MANZA ELAN QUADRAJET BS IV,Tata
2016,68000,Petrol,Manual,First,15.29,121.3,9.85,CRETA 1.6 SX PLUS DUAL TONE PETROL,Hyundai
2014,52000,Diesel,Automatic,First,12.0,224.0,49.0,GL-CLASS 2007 2012 350 CDI LUXURY,Mercedes-Benz
2016,19000,Diesel,Manual,First,16.55,105.0,9.25,THAR CRDE,Mahindra
2011,74000,Diesel,Manual,Second,22.32,126.3,3.75,VERNA 1.6 CRDI,Hyundai
2017,30279,Diesel,Manual,First,26.1,99.0,7.29,ASPIRE TITANIUM DIESEL,Ford
2016,20000,Diesel,Automatic,First,20.7,113.98,23.5,COOPER 3 DOOR D,Mini
2013,34834,Petrol,Manual,First,14.0,35.0,2.6,OMNI 8 SEATER BSIV,Maruti
2015,90000,Diesel,Manual,Second,21.03,65.0,3.1,VERITO 1.5 D4 BSIV,Mahindra
2016,38730,Diesel,Automatic,First,14.21,203.0,29.98,E-CLASS 2009-2013 E250 CDI ELEGANCE,Mercedes-Benz
2016,57390,Diesel,Manual,First,19.01,108.45,6.73,DUSTER 110PS DIESEL RXZ,Renault
2016,100000,Diesel,Manual,First,23.4,74.0,3.5,SWIFT DZIRE TOUR LDI,Maruti
2011,50000,Petrol,Manual,First,16.47,73.9,2.35,POLO PETROL HIGHLINE 1.2L,Volkswagen
2017,64961,Diesel,Manual,First,16.0,140.0,16.13,XUV500 W10 2WD,Mahindra
2014,72465,Petrol,Manual,First,16.47,74.0,5.9,POLO 1.2 MPI HIGHLINE,Volkswagen
2012,68776,Petrol,Manual,First,21.1,85.8,3.9,RITZ VXI,Maruti
2005,53000,Petrol,Manual,First,14.7,97.7,1.5,OPTRA 1.6 ELITE,Chevrolet
2012,68000,Diesel,Manual,First,12.8,102.0,6.95,INNOVA 2.5 GX 7 STR BSIV,Toyota
2015,33000,Diesel,Manual,First,26.0,98.6,7.0,CITY I DTEC SV,Honda
2017,22389,Petrol,Manual,First,17.0,73.75,7.23,AMEO 1.2 MPI HIGHLINE,Volkswagen
2012,90000,Diesel,Manual,First,21.5,88.8,3.81,SX4 ZDI LEATHER,Maruti
2012,42000,Petrol,Manual,Third,18.6,85.8,4.5,SWIFT ZXI,Maruti
2017,38767,Diesel,Manual,First,19.67,126.2,12.6,CRETA 1.6 CRDI SX,Hyundai
2015,21000,Diesel,Automatic,First,12.07,97.7,48.0,Q7 35 TDI QUATTRO TECHNOLOGY,Audi
2010,59136,Petrol,Manual,First,19.7,46.3,2.96,ALTO LXI BSIII,Maruti
2014,36000,Diesel,Manual,First,25.8,98.6,3.25,AMAZE SX I-DTEC,Honda
2011,95000,Diesel,Automatic,Second,18.33,167.7,8.5,PASSAT DIESEL HIGHLINE 2.0 TDI,Volkswagen
2013,51000,Diesel,Automatic,First,19.5,126.24,8.75,ELANTRA CRDI SX AT,Hyundai
2011,36411,Petrol,Manual,First,18.9,67.1,3.08,WAGON R VXI BS IV,Maruti
2017,40000,Diesel,Automatic,First,12.81,148.31,41.5,ROVER DISCOVERY SPORT TD4 HSE 7S,Land
2016,27300,Petrol,Manual,First,17.8,117.3,7.0,CITY I VTEC SV,Honda
2011,29813,Petrol,Automatic,Second,14.74,181.03,11.5,NEW C-CLASS C 200 AVANTGARDE EDITION C,Mercedes-Benz
2011,71000,Petrol,Manual,First,20.51,67.04,2.6,WAGON R LX BS IV,Maruti
2014,32000,Diesel,Manual,First,22.32,126.3,4.3,VERNA 1.6 CRDI,Hyundai
2017,19234,CNG,Manual,First,17.5,80.46,8.35,ERTIGA VXI CNG,Maruti
2017,50510,Diesel,Automatic,First,17.06,141.0,24.9,TIGUAN 2.0 TDI HIGHLINE,Volkswagen
2011,102000,Diesel,Automatic,First,15.06,177.0,13.75,X1 SDRIVE 20D EXCLUSIVE,BMW
