Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Price,Model,Brand
2014,56000,Petrol,Manual,First,16.8,116.3,5346.925,CITY V MT,HONDA
2017,19623,Petrol,Manual,First,15.29,121.3,12200.287999999999,CRETA 1.6 SX PLUS DUAL TONE PETROL,HYUNDAI
2014,70963,Diesel,Manual,First,15.1,140.0,7281.117,XUV500 W8 2WD,MAHINDRA
2013,25755,CNG,Manual,First,26.6,58.16,2929.185,WAGON R LXI CNG,MARUTI
2013,51450,Diesel,Manual,First,12.8,102.0,9670.960000000001,INNOVA 2.5 V DIESEL 7-SEATER,TOYOTA
2012,75000,Diesel,Manual,First,22.9,74.0,4045.0649999999996,SWIFT VDI,MARUTI
2017,37832,Petrol,Automatic,First,22.5,67.0,4863.377,WAGON R VXI AMT,MARUTI
2016,43041,Petrol,Manual,First,18.9,81.86,5588.699,GRAND I10 1.2 KAPPA ASTA,HYUNDAI
2014,97236,Diesel,Manual,First,25.8,98.6,4091.5600000000004,AMAZE VX I-DTEC,HONDA
2010,83000,Diesel,Automatic,First,16.07,181.0,11856.225,3 SERIES 320D HIGHLINE,BMW
2011,65000,Petrol,Manual,First,15.6,70.0,2231.7599999999998,FIGO PETROL TITANIUM,FORD
2018,46007,Petrol,Manual,First,17.0,73.75,5309.729,AMEO 1.2 MPI TRENDLINE,VOLKSWAGEN
2015,65925,Diesel,Manual,Second,22.7,89.84,5105.151,ECOSPORT 1.5 DV5 MT TREND,FORD
2004,73500,Petrol,Manual,Second,13.0,90.0,1208.8700000000001,CITY 1.3 EXI,HONDA
2014,55000,Diesel,Manual,First,16.0,140.0,7904.15,XUV500 W6 2WD,MAHINDRA
2012,115000,Diesel,Manual,First,13.0,168.5,12079.401,FORTUNER 4X2 MANUAL,TOYOTA
2017,31184,Petrol,Manual,First,18.9,81.86,4649.5,GRAND I10 1.2 KAPPA MAGNA,HYUNDAI
2017,41747,Diesel,Automatic,First,28.4,73.75,8369.1,DZIRE AMT ZDI PLUS,MARUTI
2016,38143,Diesel,Manual,First,22.9,74.0,4854.0779999999995,SWIFT VDI,MARUTI
2012,19030,Petrol,Manual,First,16.47,73.9,3533.62,POLO PETROL HIGHLINE 1.2L,VOLKSWAGEN
2019,20877,Petrol,Manual,First,18.16,78.9,6760.373,ETIOS LIVA 1.2 VX DUAL TONE,TOYOTA
2016,23555,Petrol,Manual,First,22.0,81.8,4742.49,SWIFT VXI,MARUTI
2013,29000,Diesel,Automatic,First,14.21,203.0,26967.1,E-CLASS 2009-2013 E250 CDI ELEGANCE,MERCEDES-BENZ
2013,61000,Petrol,Manual,First,18.9,67.1,2696.71,WAGON R VXI,MARUTI
2012,4187,Petrol,Manual,First,26.0,35.0,1283.262,NANO LX BSIV,TATA
2011,46000,Petrol,Manual,First,13.4,157.8,5114.45,LAURA 1.8 TSI AMBIENTE,SKODA
2016,28000,Petrol,Automatic,First,17.21,103.5,6741.775,POLO GT TSI,VOLKSWAGEN
2014,83558,Diesel,Manual,First,22.32,126.32,6490.702,VERNA 1.6 SX,HYUNDAI
2017,40000,Diesel,Manual,First,22.95,74.0,4881.974999999999,BOLT QUADRAJET XE,TATA
2013,36000,Petrol,Manual,First,21.1,55.2,1813.3049999999998,EON D LITE PLUS,HYUNDAI
2014,21000,Diesel,Automatic,First,17.11,174.33,22782.55,A4 2.0 TDI 177 BHP PREMIUM PLUS,AUDI
2013,62162,Diesel,Manual,First,12.99,100.0,7727.469,INNOVA 2.5 GX (DIESEL) 7 SEATER,TOYOTA
2012,83000,Diesel,Automatic,First,11.74,254.8,33476.4,M-CLASS ML 350 CDI,MERCEDES-BENZ
2015,58000,Diesel,Manual,First,24.4,71.0,5114.45,XCENT 1.1 CRDI S,HYUNDAI
2011,62332,Petrol,Automatic,First,11.7,177.6,5477.111,ACCORD 2.4 AT,HONDA
2016,50867,Diesel,Manual,First,20.34,103.2,7392.705,VENTO 1.5 TDI HIGHLINE,VOLKSWAGEN
2010,73000,Petrol,Manual,First,17.0,80.0,2557.225,I20 SPORTZ PETROL,HYUNDAI
2012,98008,Diesel,Manual,First,22.7,126.24,5811.875,ELANTRA CRDI SX,HYUNDAI
2015,36000,Diesel,Manual,First,20.0,68.05,4603.005,FIGO DIESEL TITANIUM,FORD
2019,27339,Petrol,Manual,First,18.6,81.83,5830.472999999999,I20 1.2 MAGNA EXECUTIVE,HYUNDAI
2017,25000,Diesel,Manual,First,23.9,126.2,8043.635,VERNA 1.6 CRDI SX,HYUNDAI
2014,37000,Petrol,Manual,First,18.9,82.0,3254.65,GRAND I10 ASTA,HYUNDAI
2015,56000,Diesel,Automatic,First,14.16,174.3,32546.5,Q5 2.0 TDI,AUDI
2015,27000,Petrol,Manual,First,17.5,85.8,4138.055,SWIFT DZIRE ZXI,MARUTI
2012,37000,Petrol,Manual,First,18.5,80.0,2464.2349999999997,I20 MAGNA,HYUNDAI
2017,10500,Diesel,Manual,First,25.32,77.0,4370.53,KUV 100 MFALCON D75 K4 PLUS 5STR,MAHINDRA
2014,49000,Diesel,Automatic,First,18.23,126.2,8276.11,ELANTRA 1.6 SX OPTION AT,HYUNDAI
2017,7000,Diesel,Manual,First,17.1,170.0,16226.755,COMPASS 2.0 LIMITED OPTION BLACK,JEEP
2017,71256,Diesel,Manual,First,24.3,88.5,8908.442,VITARA BREZZA VDI OPTION,MARUTI
2012,83184,Petrol,Manual,First,14.28,138.03,5783.978,COROLLA ALTIS 1.8 GL,TOYOTA
2013,87284,Diesel,Manual,First,15.1,140.0,7253.219999999999,XUV500 W8 2WD,MAHINDRA
2016,7000,Diesel,Automatic,First,20.68,190.0,25804.725,X1 XDRIVE 20D XLINE,BMW
2015,29000,Diesel,Manual,Second,22.54,88.73,6509.3,I20 MAGNA 1.4 CRDI,HYUNDAI
2017,33552,Diesel,Automatic,First,11.57,254.79,60322.613000000005,GLE 350D,MERCEDES-BENZ
2013,64000,Diesel,Manual,Second,17.3,163.7,6044.349999999999,CRUZE LTZ,CHEVROLET
2011,82000,Petrol,Manual,Second,18.5,80.0,2510.73,I20 1.2 MAGNA,HYUNDAI
2012,70000,Petrol,Manual,Second,19.4,86.8,2324.75,BRIO S MT,HONDA
2013,166194,Diesel,Manual,First,19.3,84.8,3626.6099999999997,EVALIA 2013 XL,NISSAN
2015,58000,Petrol,Manual,First,16.47,73.9,3673.105,POLO PETROL TRENDLINE 1.2L,VOLKSWAGEN
2010,77000,Petrol,Manual,Second,20.36,78.9,1952.79,I10 SPORTZ 1.2,HYUNDAI
2009,73204,Diesel,Automatic,Third,18.1,147.9,3254.65,CRUZE LTZ AT,CHEVROLET
2007,70000,Petrol,Manual,Second,19.81,68.05,1859.8,I10 ERA,HYUNDAI
2014,79870,Diesel,Manual,First,20.77,88.76,4974.964999999999,ERTIGA VDI,MARUTI
2013,90000,Diesel,Manual,First,25.8,98.6,3533.62,AMAZE S I-DTECH,HONDA
2016,17000,Petrol,Automatic,First,15.5,122.0,16040.775,A CLASS A180 SPORT,MERCEDES-BENZ
2018,46493,Petrol,Manual,First,18.9,81.86,5142.347,GRAND I10 1.2 KAPPA MAGNA,HYUNDAI
2009,68000,Petrol,Manual,Third,20.36,78.9,1813.3049999999998,I10 SPORTZ 1.2,HYUNDAI
2017,2000,Diesel,Manual,First,28.4,74.0,7625.179999999999,SWIFT DDIS ZDI PLUS,MARUTI
1999,140000,Petrol,Manual,First,13.0,90.0,836.91,CITY 1.3 EXI,HONDA
2013,255000,Diesel,Manual,Third,12.99,100.6,6044.349999999999,INNOVA 2.5 GX (DIESEL) 7 SEATER,TOYOTA
2014,45535,Diesel,Automatic,First,23.8,112.0,18049.359,COOPER COUNTRYMAN D HIGH,MINI
2016,39228,Petrol,Manual,First,15.7,112.4,6118.742,LINEA T-JET ACTIVE,FIAT
2011,57000,Petrol,Manual,Second,14.49,92.7,1952.79,AVEO 1.4 LT,CHEVROLET
2008,85445,Petrol,Manual,Second,19.81,68.05,1859.8,I10 ERA 1.1,HYUNDAI
2015,54000,Diesel,Manual,First,24.4,71.0,3440.63,XCENT 1.1 CRDI BASE,HYUNDAI
2014,53000,Petrol,Automatic,First,23.1,67.04,3533.62,CELERIO VXI AT,MARUTI
2014,60000,Petrol,Manual,First,20.36,78.9,3022.1749999999997,I10 SPORTZ,HYUNDAI
2015,65668,Diesel,Manual,First,19.87,83.8,5142.347,DUSTER 85PS DIESEL RXL,RENAULT
2011,100000,Diesel,Automatic,Second,22.69,190.0,10135.91,3 SERIES 320D,BMW
2018,1800,Petrol,Manual,First,18.9,82.0,4742.49,GRAND I10 SPORTZ,HYUNDAI
2007,96000,Petrol,Manual,Second,0.0,97.7,2045.7800000000002,SANTRO DX,HYUNDAI
2009,44200,Petrol,Manual,Second,18.0,62.0,1487.8400000000001,SPARK 1.0 LS,CHEVROLET
2018,14000,Petrol,Manual,First,17.4,117.3,10461.375,CITY I VTEC VX OPTION,HONDA
2013,720000,Diesel,Manual,First,20.54,103.6,5486.41,VENTO DIESEL HIGHLINE,VOLKSWAGEN
2012,73000,Diesel,Automatic,First,11.5,169.0,13390.56,FORTUNER 4X2 4 SPEED AT,TOYOTA
2011,68000,Petrol,Manual,First,17.0,118.0,3347.64,CITY 1.5 S MT,HONDA
2017,19543,Diesel,Automatic,First,18.12,190.0,37660.95,5 SERIES 2013-2017 520D LUXURY LINE,BMW
2014,38000,Diesel,Automatic,Second,14.16,174.3,36219.605,Q5 30 TDI QUATTRO PREMIUM PLUS,AUDI
2014,32805,Diesel,Manual,First,23.2,73.94,3347.64,RITZ LDI,MARUTI
2016,44782,Diesel,Automatic,First,21.21,103.2,6620.888,VENTO 1.5 TDI HIGHLINE AT,VOLKSWAGEN
2016,55700,Diesel,Manual,First,26.0,98.6,6992.847999999999,CITY I DTEC SV,HONDA
2012,60000,Diesel,Automatic,Second,15.2,140.8,9624.465,A4 NEW 2.0 TDI MULTITRONIC,AUDI
2014,56000,Petrol,Manual,First,15.0,103.52,6509.3,RAPID 1.6 MPI ELEGANCE,SKODA
2011,60000,Diesel,Manual,First,11.5,171.0,10089.414999999999,FORTUNER 3.0 DIESEL,TOYOTA
2010,78563,Diesel,Manual,First,16.52,123.7,2185.265,OPTRA MAGNUM 2.0 LT BS3,CHEVROLET
2014,34669,Petrol,Manual,First,15.1,73.0,2696.71,EECO 7 SEATER STANDARD,MARUTI
2017,17000,Petrol,Manual,First,20.73,91.1,7113.735000000001,CIAZ ZXI,MARUTI
2016,66000,Diesel,Manual,First,28.09,88.5,5951.360000000001,CIAZ VDI PLUS SHVS,MARUTI
2014,102418,Diesel,Manual,First,12.99,100.6,9391.99,INNOVA 2.5 LE 2014 DIESEL 7 SEATER,TOYOTA
2014,48800,Petrol,Manual,First,19.1,85.8,3952.075,SWIFT DZIRE VXI,MARUTI
2019,10601,Diesel,Automatic,First,11.36,171.5,18272.535,INNOVA CRYSTA 2.8 GX AT,TOYOTA
2017,8200,Diesel,Manual,First,25.0,69.0,4091.5600000000004,INDICA V2 ELX,TATA
2012,100000,Petrol,Manual,First,18.5,82.85,3022.1749999999997,I20 MAGNA,HYUNDAI
2012,78000,Diesel,Manual,First,17.8,68.0,2603.72,FIESTA 1.4 DURATORQ ZXI,FORD
2015,50000,Diesel,Manual,First,18.2,73.74,3998.5699999999997,ENJOY 1.3 TCDI LS 8,CHEVROLET
2006,89327,Diesel,Manual,Third,17.8,68.0,1441.345,FIESTA 1.4 DURATORQ EXI,FORD
2007,98000,Petrol,Manual,Second,10.8,152.0,4370.53,CR-V 2.4 MT,HONDA
2017,24700,Petrol,Manual,First,18.7,88.7,6574.393,JAZZ 1.2 VX I VTEC,HONDA
2018,6000,Diesel,Automatic,First,11.0,258.0,73462.09999999999,GLS 350D GRAND EDITION,MERCEDES-BENZ
2018,9434,Petrol,Manual,First,18.9,81.86,5346.925,GRAND I10 1.2 KAPPA SPORTZ,HYUNDAI
2012,29000,Petrol,Manual,First,18.5,85.8,3022.1749999999997,RITZ VXI,MARUTI
2017,22440,Diesel,Automatic,First,22.0,108.495,8266.811,AMEO 1.5 TDI HIGHLINE AT,VOLKSWAGEN
2015,73070,Petrol,Manual,First,17.4,117.3,5486.41,CITY I VTEC SV,HONDA
2016,21771,Petrol,Manual,First,18.7,88.7,4603.005,JAZZ 1.2 S I VTEC,HONDA
2014,62000,Diesel,Manual,First,17.8,75.0,3487.125,SWIFT LDI BSIV,MARUTI
2017,37024,Diesel,Automatic,First,17.01,126.2,10201.003,CRETA 1.6 CRDI AT SX PLUS,HYUNDAI
2014,60336,Diesel,Automatic,Second,14.4,241.4,23191.706000000002,A7 2011-2015 3.0 TDI QUATTRO,AUDI
2014,26008,Petrol,Manual,First,21.1,55.2,1831.903,EON D LITE PLUS,HYUNDAI
2010,90000,Diesel,Manual,Second,20.0,68.0,1301.86,FIGO DIESEL EXI,FORD
2018,35569,Petrol,Manual,First,17.0,73.75,6760.373,AMEO 1.2 MPI HIGHLINE,VOLKSWAGEN
2013,40000,Diesel,Manual,First,21.64,84.8,3719.6,SCALA DIESEL RXL,RENAULT
2015,45000,Petrol,Manual,First,18.7,88.7,4417.025,JAZZ 1.2 V I VTEC,HONDA
2015,42000,Petrol,Manual,First,17.0,80.0,4742.49,I20 1.2 SPORTZ,HYUNDAI
2012,46913,Diesel,Automatic,First,14.94,241.4,14980.688999999998,A4 3.0 TDI QUATTRO PREMIUM,AUDI
2014,62000,Diesel,Automatic,First,11.18,184.0,9810.445,SSANGYONG REXTON RX7,MAHINDRA
2017,15000,Diesel,Automatic,First,12.9,174.5,27897.0,FORTUNER 2.8 2WD AT,TOYOTA
2002,69000,Diesel,Manual,First,18.7,66.0,1487.8400000000001,OCTAVIA CLASSIC 1.9 TDI MT,SKODA
2012,41367,Diesel,Automatic,First,15.8,170.0,17193.851,NEW C-CLASS 250 CDI CLASSIC,MERCEDES-BENZ
2018,15982,Petrol,Manual,First,20.73,91.1,9261.804,CIAZ 1.4 ZETA,MARUTI
2013,99595,Diesel,Manual,Second,22.9,74.0,4417.025,SWIFT ZDI,MARUTI
2002,63000,Diesel,Manual,Third,13.1,75.0,3394.1349999999998,QUALIS FS B3,TOYOTA
2012,49000,Diesel,Automatic,Second,16.73,218.0,14413.449999999999,5 SERIES 2007-2010 525D SEDAN,BMW
2013,48272,Diesel,Manual,First,10.5,116.9,10991.418,PAJERO 2.8 SFX BSIII DUAL TONE,MITSUBISHI
2008,63000,Petrol,Manual,First,13.4,125.0,1906.2949999999998,COROLLA H2,TOYOTA
2016,77000,CNG,Manual,First,26.6,58.16,3068.6699999999996,WAGON R LXI CNG,MARUTI
2013,11734,Petrol,Manual,First,16.8,34.2,2092.275,OMNI E MPI STD BS IV,MARUTI
2014,62012,Diesel,Automatic,First,17.68,174.33,18709.588,A6 2011-2015 2.0 TDI,AUDI
2017,46000,CNG,Manual,First,25.0,81.86,4603.005,XCENT 1.2 KAPPA S OPTION CNG,HYUNDAI
2016,45449,Diesel,Manual,First,27.3,98.6,6955.652,JAZZ 1.5 S I DTEC,HONDA
2004,85000,Petrol,Automatic,Second,10.5,157.7,5114.45,E-CLASS 200 KOMPRESSOR ELEGANCE,MERCEDES-BENZ
2005,88000,Petrol,Manual,Second,13.0,100.0,1580.83,CITY 1.5 EXI,HONDA
2013,45330,Diesel,Automatic,First,16.55,147.51,12265.381,A4 2.0 TDI,AUDI
2012,88000,Petrol,Manual,First,19.1,85.8,3580.115,SWIFT DZIRE VXI,MARUTI
2016,45376,Diesel,Manual,First,28.4,73.75,5346.925,DZIRE VDI,MARUTI
2014,81000,Diesel,Manual,First,15.1,140.0,8369.1,XUV500 W8 4WD,MAHINDRA
2012,83381,Petrol,Manual,First,18.6,79.4,2055.0789999999997,BEAT LT,CHEVROLET
2017,78526,Diesel,Manual,First,23.0,98.96,7522.891,ECOSPORT 1.5 DIESEL TITANIUM PLUS,FORD
2017,27313,Diesel,Automatic,First,14.69,258.0,45221.037000000004,5 SERIES 2013-2017 530D M SPORT,BMW
2015,42747,Diesel,Automatic,Second,14.16,174.3,36703.153,Q5 30 TDI QUATTRO PREMIUM PLUS,AUDI
2015,42265,Diesel,Automatic,Second,20.68,190.0,20680.976,X1 SDRIVE 20D XLINE,BMW
2009,21000,Petrol,Automatic,First,19.2,80.0,2417.7400000000002,I10 MAGNA AT,HYUNDAI
2016,55100,Diesel,Automatic,First,17.01,126.2,11158.8,CRETA 1.6 CRDI AT SX PLUS,HYUNDAI
2014,70000,Diesel,Automatic,First,17.11,174.33,16738.2,A4 2.0 TDI 177 BHP PREMIUM PLUS,AUDI
2007,55000,Petrol,Automatic,Third,10.13,364.9,9289.701,S CLASS 2005 2013 S 350 L,MERCEDES-BENZ
2012,58235,Petrol,Manual,First,20.36,78.9,2278.255,I10 MAGNA,HYUNDAI
2017,26000,Diesel,Manual,First,23.0,98.96,8359.801,ECOSPORT 1.5 DIESEL TITANIUM,FORD
2011,35000,Diesel,Manual,First,20.54,103.6,2929.185,VENTO DIESEL HIGHLINE,VOLKSWAGEN
2017,24000,Diesel,Manual,First,28.4,73.75,7625.179999999999,DZIRE ZDI PLUS,MARUTI
2016,98000,Diesel,Manual,First,15.4,120.0,10693.85,SCORPIO 1.99 S10,MAHINDRA
2016,44487,Diesel,Manual,First,22.54,88.73,6788.2699999999995,I20 ASTA 1.4 CRDI,HYUNDAI
2008,65000,Petrol,Manual,First,19.7,46.3,1478.541,ALTO LXI,MARUTI
2015,34951,Petrol,Manual,Second,20.36,78.9,2929.185,I10 MAGNA,HYUNDAI
2015,52373,Diesel,Manual,Second,15.4,120.0,7904.15,SCORPIO S6 7 SEATER,MAHINDRA
2010,66285,Diesel,Manual,First,19.5,75.0,2789.7,FABIA 1.2L DIESEL CLASSIC,SKODA
2012,66000,Diesel,Automatic,First,15.3,258.0,19527.899999999998,X5 XDRIVE 30D,BMW
2016,43000,Diesel,Manual,First,27.3,98.6,7206.724999999999,JAZZ 1.5 S I DTEC,HONDA
2013,45200,Diesel,Automatic,First,10.0,170.0,21387.7,E-CLASS 2009-2013 E 220 CDI AVANTGARDE,MERCEDES-BENZ
2016,41000,Diesel,Automatic,First,16.0,140.0,12786.125,XUV500 AT W10 FWD,MAHINDRA
2017,39430,Petrol,Automatic,First,18.0,117.3,7708.870999999999,CITY I VTEC CVT SV,HONDA
2014,83274,Diesel,Manual,First,22.9,74.0,5384.121,SWIFT VDI,MARUTI
2017,32324,Diesel,Automatic,First,14.84,170.0,28361.95,NEW C-CLASS 220 CDI AT,MERCEDES-BENZ
2011,49999,Petrol,Manual,First,17.0,118.0,3533.62,CITY 1.5 S MT,HONDA
2014,66000,Diesel,Manual,First,15.3,83.8,4138.055,SUMO EX,TATA
2012,54000,Petrol,Manual,First,18.5,82.85,3068.6699999999996,I20 MAGNA,HYUNDAI
2009,80000,Diesel,Manual,Second,20.4,91.2,1627.325,LINEA 1.3 DYNAMIC,FIAT
2011,72000,Petrol,Automatic,Second,12.9,130.0,5114.45,CIVIC 2006-2010 1.8 V AT,HONDA
2017,44865,Diesel,Manual,First,19.67,126.2,12414.164999999999,CRETA 1.6 SX PLUS DIESEL,HYUNDAI
2017,22000,Diesel,Automatic,Second,20.38,143.0,20922.75,A3 35 TDI TECHNOLOGY,AUDI
2013,57478,Petrol,Manual,Second,17.0,121.3,4881.974999999999,VERNA VTVT 1.6 SX OPTION,HYUNDAI
2011,75000,Diesel,Manual,First,21.9,90.0,3487.125,I20 1.4 CRDI MAGNA,HYUNDAI
2015,50624,Diesel,Manual,First,24.2,98.6,5876.968,MOBILIO S I DTEC,HONDA
2018,75000,Diesel,Automatic,First,22.32,126.32,7206.724999999999,VERNA 1.6 SX CRDI (O) AT,HYUNDAI
2006,87000,Petrol,Manual,Second,15.3,101.0,1273.963,FIESTA 1.6 ZXI DURATEC,FORD
2010,62000,Petrol,Manual,First,20.36,78.9,1952.79,I10 SPORTZ 1.2,HYUNDAI
2016,41372,Diesel,Manual,First,24.3,88.5,8648.07,VITARA BREZZA ZDI,MARUTI
2015,70000,Diesel,Manual,First,12.99,100.6,11158.8,INNOVA 2.5 VX (DIESEL) 7 SEATER,TOYOTA
2017,35000,Diesel,Automatic,First,17.9,136.0,21852.649999999998,GLA CLASS 200 D SPORT,MERCEDES-BENZ
2006,71993,Petrol,Manual,First,19.7,46.3,1673.82,ALTO LXI BSIII,MARUTI
2013,62000,Diesel,Automatic,Second,14.84,170.0,11623.75,NEW C-CLASS C 220 CDI ELEGANCE AT,MERCEDES-BENZ
2015,51000,Diesel,Manual,First,22.9,74.0,4407.726,SWIFT LDI,MARUTI
2016,26038,Petrol,Manual,First,18.9,82.0,5049.357,GRAND I10 SPORTZ,HYUNDAI
2018,37713,Diesel,Automatic,Second,12.55,168.5,29403.438000000002,FORTUNER 4X4 AT,TOYOTA
2011,78088,Petrol,Manual,First,12.4,132.0,5858.37,INNOVA 2.0 GX 8 STR,TOYOTA
2017,30453,Diesel,Manual,First,22.77,98.59,7857.654999999999,ECOSPORT 1.5 TDCI TITANIUM,FORD
2016,54000,Petrol,Manual,First,18.16,86.8,4649.5,FIGO 1.2P TITANIUM MT,FORD
2011,190000,Diesel,Manual,First,11.5,171.0,12088.699999999999,FORTUNER 3.0 DIESEL,TOYOTA
2012,65097,Petrol,Manual,First,19.1,85.8,4370.53,SWIFT DZIRE VXI,MARUTI
2018,28060,Petrol,Automatic,First,12.05,320.0,87103.733,7 SERIES 740LI,BMW
2012,282000,Petrol,Manual,First,13.14,160.0,3068.6699999999996,SUPERB 1.8 TSI MT,SKODA
2009,111000,Petrol,Manual,Second,18.9,67.0,1404.149,WAGON R LXI MINOR,MARUTI
2013,63295,Diesel,Manual,First,19.01,108.45,5663.090999999999,DUSTER 110PS DIESEL RXZ,RENAULT
2015,35770,Petrol,Manual,First,20.73,91.1,5532.905,CIAZ VXI PLUS,MARUTI
2012,125928,Diesel,Manual,First,22.7,126.24,8369.1,ELANTRA CRDI SX,HYUNDAI
2015,45000,Diesel,Automatic,First,21.66,103.52,3952.075,RAPID 1.5 TDI AT ELEGANCE,SKODA
2013,21000,Diesel,Automatic,First,14.84,170.0,21852.649999999998,NEW C-CLASS C 220 CDI ELEGANCE AT,MERCEDES-BENZ
2011,54774,Petrol,Automatic,First,11.7,177.6,5904.865,ACCORD 2.4 A/T,HONDA
2014,41123,Petrol,Manual,First,23.1,67.04,3161.66,CELERIO VXI,MARUTI
2017,17465,Petrol,Automatic,First,12.05,320.0,86480.7,7 SERIES 740LI,BMW
2014,48000,Diesel,Automatic,First,22.69,190.0,20085.84,3 SERIES 320D SPORT,BMW
2011,173000,Diesel,Manual,First,20.54,103.6,3719.6,VENTO DIESEL TRENDLINE,VOLKSWAGEN
2018,12000,Diesel,Manual,First,23.4,74.0,5114.45,SWIFT DZIRE TOUR LDI,MARUTI
2012,34000,Diesel,Automatic,First,12.39,147.51,17900.575,ROVER FREELANDER 2 SE,LAND
2012,71360,Diesel,Manual,First,21.9,90.0,3673.105,I20 1.4 CRDI MAGNA,HYUNDAI
2012,74000,Diesel,Manual,Second,28.4,73.75,3952.075,DZIRE VDI,MARUTI
2018,28937,Diesel,Manual,First,17.1,170.0,15826.898,COMPASS 2.0 LONGITUDE,JEEP
2012,82085,Diesel,Manual,First,20.77,88.76,6044.349999999999,ERTIGA VDI,MARUTI
2011,68465,Petrol,Manual,First,15.6,70.0,2743.205,FIGO PETROL ZXI,FORD
2013,63854,Diesel,Manual,First,21.43,86.79,6620.888,COROLLA ALTIS 1.4 DG,TOYOTA
2018,3000,Diesel,Automatic,First,24.3,88.5,10461.375,VITARA BREZZA ZDI PLUS AMT DUAL TONE,MARUTI
2009,65055,Petrol,Manual,First,17.0,118.0,2557.225,CITY 1.5 S MT,HONDA
2015,120000,Diesel,Manual,First,15.4,120.0,11158.8,SCORPIO S10 4WD,MAHINDRA
2014,64241,Petrol,Manual,First,20.14,81.86,3412.7329999999997,XCENT 1.2 VTVT SX,HYUNDAI
2001,121000,Diesel,Manual,First,15.0,97.7,4649.5,E-CLASS 220 CDI,MERCEDES-BENZ
2008,2200,Petrol,Manual,First,15.7,75.0,2138.77,RENAULT LOGAN 1.4 GLX PETROL,MAHINDRA
2008,88123,Diesel,Manual,First,18.7,66.0,2045.7800000000002,OCTAVIA 1.9 TDI,SKODA
2014,79000,Diesel,Automatic,First,12.0,224.0,38125.9,GL-CLASS 2007 2012 350 CDI LUXURY,MERCEDES-BENZ
2016,28143,Diesel,Automatic,First,20.68,190.0,26502.149999999998,X1 SDRIVE 20D XLINE,BMW
2015,23001,Petrol,Manual,First,15.04,103.2,5105.151,VENTO 2013-2015 1.6 COMFORTLINE,VOLKSWAGEN
2013,82002,Diesel,Automatic,Second,16.55,147.51,16273.25,A4 2.0 TDI,AUDI
2009,75000,Diesel,Manual,First,13.8,68.0,1850.501,IKON 1.4 TDCI DURATORQ,FORD
2016,37451,Diesel,Manual,First,22.32,126.3,6174.535999999999,VERNA 1.6 CRDI EX MT,HYUNDAI
2017,67000,Diesel,Manual,First,13.68,147.8,15343.35,INNOVA CRYSTA 2.4 VX MT,TOYOTA
2016,25000,Petrol,Manual,First,18.9,82.0,4649.5,GRAND I10 ASTA OPTION,HYUNDAI
2017,12000,Petrol,Manual,First,17.0,73.75,5021.46,AMEO 1.2 MPI COMFORTLINE,VOLKSWAGEN
2017,25000,Petrol,Manual,First,25.17,53.3,2780.4010000000003,KWID RXT,RENAULT
2011,95936,Petrol,Manual,First,17.0,118.0,3812.5899999999997,CITY 1.5 S MT,HONDA
2018,5354,Petrol,Automatic,First,18.9,81.86,6286.124,GRAND I10 1.2 KAPPA MAGNA AT,HYUNDAI
2016,42000,Petrol,Manual,Second,18.78,75.0,5114.45,POLO 1.0 MPI COMFORTLINE,VOLKSWAGEN
2014,44282,Diesel,Manual,First,25.2,74.0,5570.101,SWIFT VDI BSIV,MARUTI
2012,70000,Diesel,Manual,First,21.64,84.8,2408.441,SUNNY 2011-2014 DIESEL XV,NISSAN
2013,31400,Diesel,Automatic,First,16.36,187.7,24874.825,XF 2.2 LITRE LUXURY,JAGUAR
2016,50000,Diesel,Manual,First,28.09,88.5,7904.15,CIAZ ZDI SHVS,MARUTI
2011,53000,Diesel,Automatic,First,12.8,167.6,21387.7,Q5 2008-2012 2.0 TDI,AUDI
2014,21727,Petrol,Manual,First,15.6,70.02,3115.165,FIGO PETROL ZXI,FORD
2012,43000,Diesel,Automatic,Second,11.72,194.3,9996.425,SANTA FE 4X4 AT,HYUNDAI
2013,75000,Diesel,Manual,First,12.05,120.0,5849.071,SCORPIO VLX 2WD AIRBAG BSIV,MAHINDRA
2014,73557,Diesel,Manual,First,19.6,108.45,7206.724999999999,DUSTER 110PS DIESEL RXL,RENAULT
2012,44555,Diesel,Automatic,First,15.2,140.8,12553.65,A4 NEW 2.0 TDI MULTITRONIC,AUDI
2013,54885,Petrol,Manual,First,15.1,73.0,3487.125,EECO 7 SEATER STANDARD,MARUTI
2011,76000,Diesel,Manual,Second,14.0,112.0,3487.125,XYLO E4,MAHINDRA
2006,101000,Petrol,Manual,Second,18.9,67.1,1394.85,WAGON R LXI,MARUTI
2005,66000,Petrol,Manual,First,14.0,64.0,1348.355,WAGON R LXI BSIII,MARUTI
2013,84360,Petrol,Manual,First,15.5,103.3,3831.188,SX4 ZXI MT BSIV,MARUTI
2016,25121,Diesel,Manual,First,13.68,147.8,15910.589,INNOVA CRYSTA 2.4 VX MT,TOYOTA
2015,100000,Diesel,Manual,Second,12.99,100.6,9531.475,INNOVA 2.5 G (DIESEL) 7 SEATER,TOYOTA
2011,66035,Diesel,Manual,First,22.07,73.9,2315.451,POLO DIESEL TRENDLINE 1.2L,VOLKSWAGEN
